date,symbol,report_time,company_name,fiscal_quarter_ending,eps_forecast,estimate_count
2026-07-29,SMHI,not-supplied,SEACOR Marine Holdings Inc.,Jun/2026,($1.24),1
2026-07-29,SOFI,pre-market,"SoFi Technologies, Inc.",Jun/2026,$0.11,5
2026-07-29,SONO,after-hours,"Sonos, Inc.",Jun/2026,$0.05,1
2026-07-29,SPOK,after-hours,"Spok Holdings, Inc.",Jun/2026,$0.15,1
2026-07-29,ST,after-hours,Sensata Technologies Holding plc,Jun/2026,$0.93,2
2026-07-29,STRA,pre-market,"Strategic Education, Inc.",Jun/2026,$1.79,2
2026-07-29,SVCC,not-supplied,Stellar V Capital Corp.,Jun/2026,,1
2026-07-29,SW,pre-market,Smurfit WestRock plc,Jun/2026,$0.42,4
2026-07-29,SWK,pre-market,"Stanley Black & Decker, Inc.",Jun/2026,$1.20,5
2026-07-29,SYBT,not-supplied,"Stock Yards Bancorp, Inc.",Jun/2026,$1.17,4
2026-07-29,TDOC,after-hours,"Teladoc Health, Inc.",Jun/2026,($0.24),9
2026-07-29,TENB,after-hours,"Tenable Holdings, Inc.",Jun/2026,$0.10,7
2026-07-29,TEVA,pre-market,Teva Pharmaceutical Industries Limited,Jun/2026,$0.05,3
2026-07-29,TFSL,not-supplied,TFS Financial Corporation,Jun/2026,$0.08,1
2026-07-29,TIPT,not-supplied,Tiptree Inc.,Jun/2026,,1
2026-07-29,TK,after-hours,Teekay Corporation Ltd.,Jun/2026,,1
2026-07-29,TNK,after-hours,Teekay Tankers Ltd.,Jun/2026,$5.23,1
2026-07-29,TREE,after-hours,"LendingTree, Inc.",Jun/2026,$0.91,2
2026-07-29,TTEK,after-hours,"Tetra Tech, Inc.",Jun/2026,$0.40,2
2026-07-29,TYL,after-hours,"Tyler Technologies, Inc.",Jun/2026,$2.40,7
2026-07-29,UAN,after-hours,"CVR Partners, LP",Jun/2026,,1
2026-07-29,UFPI,after-hours,"UFP Industries, Inc.",Jun/2026,$1.44,3
2026-07-29,UIS,after-hours,Unisys Corporation,Jun/2026,($0.02),2
2026-07-29,ULCC,pre-market,"Frontier Group Holdings, Inc.",Jun/2026,($0.47),6
2026-07-29,UMC,pre-market,United Microelectronics Corporation,Jun/2026,$0.15,1
2026-07-29,UROY,not-supplied,Uranium Royalty Corp.,Apr/2026,($0.01),1
2026-07-29,USLM,not-supplied,"United States Lime & Minerals, Inc.",Jun/2026,,1
2026-07-29,VET,after-hours,Vermilion Energy Inc.,Jun/2026,,N/A
2026-07-29,VFC,pre-market,V.F. Corporation,Jun/2026,($0.22),7
2026-07-29,VICI,after-hours,VICI Properties Inc.,Jun/2026,$0.62,7
2026-07-29,VKTX,after-hours,"Viking Therapeutics, Inc.",Jun/2026,($1.21),9
2026-07-29,VMC,pre-market,Vulcan Materials Company,Jun/2026,$2.50,6
2026-07-29,VRSK,pre-market,"Verisk Analytics, Inc.",Jun/2026,$1.94,7
2026-07-29,VRT,pre-market,"Vertiv Holdings, LLC",Jun/2026,$1.43,7
2026-07-29,VTR,after-hours,"Ventas, Inc.",Jun/2026,$0.96,6
2026-07-29,WAY,after-hours,Waystar Holding Corp.,Jun/2026,$0.35,6
2026-07-29,WEC,pre-market,"WEC Energy Group, Inc.",Jun/2026,$0.80,4
2026-07-29,WFG,after-hours,West Fraser Timber Co. Ltd,Jun/2026,($0.79),1
2026-07-29,WHD,after-hours,"Cactus, Inc.",Jun/2026,$0.71,4
2026-07-29,WING,pre-market,Wingstop Inc.,Jun/2026,$1.02,6
2026-07-29,WNC,pre-market,Wabash National Corporation,Jun/2026,($0.56),2
2026-07-29,WSO,pre-market,"Watsco, Inc.",Jun/2026,$4.38,5
2026-07-29,WSO.B,pre-market,"Watsco, Inc.",Jun/2026,,1
2026-07-29,WWD,after-hours,"Woodward, Inc.",Jun/2026,$2.39,3
2026-07-30,AAMI,pre-market,Acadian Asset Management Inc.,Jun/2026,$1.05,1
2026-07-30,AAPL,after-hours,Apple Inc.,Jun/2026,$1.88,11
2026-07-30,ABEV,not-supplied,Ambev S.A.,Jun/2026,$0.04,1
2026-07-30,ACCO,after-hours,Acco Brands Corporation,Jun/2026,$0.27,3
2026-07-30,ADC,after-hours,Agree Realty Corporation,Jun/2026,$1.11,4
2026-07-30,ADT,pre-market,ADT Inc.,Jun/2026,$0.21,1
2026-07-30,AEE,after-hours,Ameren Corporation,Jun/2026,$1.08,5
2026-07-30,AEP,pre-market,"American Electric Power Company, Inc.",Jun/2026,$1.49,7
2026-07-30,AES,not-supplied,The AES Corporation,Jun/2026,,N/A
2026-07-30,AG,pre-market,First Majestic Silver Corp.,Jun/2026,$0.25,1
2026-07-30,AGCO,pre-market,AGCO Corporation,Jun/2026,$1.54,7
2026-07-30,AGIO,pre-market,"Agios Pharmaceuticals, Inc.",Jun/2026,($1.86),4
2026-07-30,AGM,after-hours,Federal Agricultural Mortgage Corporation,Jun/2026,$4.98,2
2026-07-30,AJG,after-hours,Arthur J. Gallagher & Co.,Jun/2026,$2.84,6
2026-07-30,ALGM,pre-market,"Allegro MicroSystems, Inc.",Jun/2026,$0.16,1
2026-07-30,ALHC,after-hours,"Alignment Healthcare, Inc.",Jun/2026,$0.13,4
2026-07-30,ALNY,pre-market,"Alnylam Pharmaceuticals, Inc.",Jun/2026,$1.44,8
2026-07-30,AMCX,pre-market,AMC Global Media Inc.,Jun/2026,($0.01),2
2026-07-30,AMG,not-supplied,"Affiliated Managers Group, Inc.",Jun/2026,$7.85,5
2026-07-30,AMH,after-hours,American Homes 4 Rent,Jun/2026,$0.47,5
2026-07-30,AMRX,pre-market,"Amneal Pharmaceuticals, Inc.",Jun/2026,$0.24,1
2026-07-30,AMZN,after-hours,"Amazon.com, Inc.",Jun/2026,$1.81,13
2026-07-30,AOS,pre-market,A.O. Smith Corporation,Jun/2026,$0.96,6
2026-07-30,APD,pre-market,"Air Products and Chemicals, Inc.",Jun/2026,$3.36,7
2026-07-30,APG,pre-market,APi Group Corporation,Jun/2026,$0.44,4
2026-07-30,AQMS,after-hours,"Aqua Metals, Inc.",Jun/2026,,1
2026-07-30,ASUR,after-hours,Asure Software Inc,Jun/2026,$0.04,3
2026-07-30,ASX,not-supplied,"ASE Technology Holding Co., Ltd.",Jun/2026,$0.17,2
2026-07-30,ATHM,not-supplied,Autohome Inc.,Jun/2026,$0.26,2
2026-07-30,ATR,after-hours,"AptarGroup, Inc.",Jun/2026,$1.34,4
2026-07-30,AUPH,not-supplied,Aurinia Pharmaceuticals Inc,Jun/2026,$0.18,2
2026-07-30,AURE,not-supplied,Aurelion Inc.,Jun/2026,,1
2026-07-30,AVD,not-supplied,American Vanguard Corporation,Jun/2026,,1
2026-07-30,AVY,pre-market,Avery Dennison Corporation,Jun/2026,$2.47,5
2026-07-30,AX,after-hours,"Axos Financial, Inc.",Jun/2026,$2.15,4
2026-07-30,AXTI,after-hours,AXT Inc,Jun/2026,$0.05,3
2026-07-30,BAFN,after-hours,BayFirst Financial Corp.,Jun/2026,,1
2026-07-30,BAX,pre-market,Baxter International Inc.,Jun/2026,$0.36,7
2026-07-30,BBAI,after-hours,"BigBear.ai, Inc.",Jun/2026,($0.04),1
2026-07-30,BC,pre-market,Brunswick Corporation,Jun/2026,$1.20,7
2026-07-30,BCH,not-supplied,Banco De Chile,Jun/2026,$0.65,2
2026-07-30,BDC,pre-market,Belden Inc,Jun/2026,$2.04,1
2026-07-30,BFAM,after-hours,Bright Horizons Family Solutions Inc.,Jun/2026,$1.11,3
2026-07-30,BFLY,pre-market,"Butterfly Network, Inc.",Jun/2026,($0.05),1
2026-07-30,BGC,pre-market,"BGC Group, Inc.",Jun/2026,$0.34,2
2026-07-30,BIP,pre-market,Brookfield Infrastructure Partners LP,Jun/2026,$0.88,2
2026-07-30,BIPC,pre-market,Brookfield Infrastructure Corporation,Jun/2026,$0.38,1
2026-07-30,BJRI,after-hours,"BJ's Restaurants, Inc.",Jun/2026,$0.87,4
2026-07-30,BLDR,pre-market,"Builders FirstSource, Inc.",Jun/2026,$1.29,5
2026-07-30,BMY,pre-market,Bristol-Myers Squibb Company,Jun/2026,$1.59,8
2026-07-30,BSBK,not-supplied,Bogota Financial Corp.,Jun/2026,,1
2026-07-30,BTE,after-hours,Baytex Energy Corp.,Jun/2026,$0.08,1
2026-07-30,BUD,pre-market,Anheuser-Busch Inbev SA,Jun/2026,$1.09,4
2026-07-30,BVN,after-hours,Buenaventura Mining Company Inc.,Jun/2026,$0.99,2
2026-07-30,BWIN,after-hours,"The Baldwin Insurance Group, Inc.",Jun/2026,$0.28,3
2026-07-30,BXMT,pre-market,"Capital Trust, Inc.",Jun/2026,$0.36,2
2026-07-30,BYFC,not-supplied,Broadway Financial Corporation,Jun/2026,,1
2026-07-30,CACC,not-supplied,Credit Acceptance Corporation,Jun/2026,,N/A
2026-07-30,CBIO,not-supplied,"Crescent Biopharma, Inc.",Jun/2026,($0.78),4
2026-07-30,CCB,pre-market,Coastal Financial Corporation,Jun/2026,$0.95,1
2026-07-30,CCC,pre-market,CCC Intelligent Solutions Holdings Inc.,Jun/2026,$0.05,6
2026-07-30,CDNA,after-hours,"CareDx, Inc.",Jun/2026,$0.06,1
2026-07-30,CDRO,pre-market,"Codere Online Luxembourg, S.A.",Jun/2026,$0.05,1
2026-07-30,CERS,after-hours,Cerus Corporation,Jun/2026,,N/A
2026-07-30,CFR,pre-market,"Cullen/Frost Bankers, Inc.",Jun/2026,$2.53,5
2026-07-30,CHKP,pre-market,Check Point Software Technologies Ltd.,Jun/2026,$1.95,11
2026-07-30,CI,pre-market,The Cigna Group,Jun/2026,$7.58,6
2026-07-30,CIGI,pre-market,Colliers International Group Inc.,Jun/2026,$1.63,1
2026-07-30,CLAR,not-supplied,Clarus Corporation,Jun/2026,($0.08),2
2026-07-30,CMCO,pre-market,Columbus McKinnon Corporation,Jun/2026,$0.28,2
2026-07-30,CMPS,not-supplied,COMPASS Pathways Plc,Jun/2026,($0.46),6
2026-07-30,CNK,pre-market,Cinemark Holdings Inc,Jun/2026,$0.99,7
2026-07-30,CNO,after-hours,"CNO Financial Group, Inc.",Jun/2026,$0.99,1
2026-07-30,CNX,pre-market,CNX Resources Corporation,Jun/2026,$0.54,5
2026-07-30,COCH,not-supplied,"Envoy Medical, Inc.",Jun/2026,($0.09),1
2026-07-30,COHN,not-supplied,Cohen & Company Inc.,Jun/2026,$0.42,1
2026-07-30,COHU,after-hours,"Cohu, Inc.",Jun/2026,$0.04,2
2026-07-30,COIN,after-hours,"Coinbase Global, Inc.",Jun/2026,$0.15,8
2026-07-30,COLM,after-hours,Columbia Sportswear Company,Jun/2026,($0.41),4
2026-07-30,CPT,after-hours,Camden Property Trust,Jun/2026,$1.67,5
2026-07-30,CRH,pre-market,CRH PLC,Jun/2026,$1.96,3
2026-07-30,CROX,pre-market,"Crocs, Inc.",Jun/2026,$4.32,6
2026-07-30,CRS,pre-market,Carpenter Technology Corporation,Jun/2026,$3.03,4
2026-07-30,CSTL,after-hours,"Castle Biosciences, Inc.",Jun/2026,($0.44),1
2026-07-30,CSW,pre-market,"CSW Industrials, Inc.",Jun/2026,$3.66,2
2026-07-30,CTVA,after-hours,"Corteva, Inc.",Jun/2026,$2.24,6
2026-07-30,CUBE,after-hours,CubeSmart,Jun/2026,$0.64,4
2026-07-30,CUZ,after-hours,Cousins Properties Incorporated,Jun/2026,$0.74,3
2026-07-30,CVCO,after-hours,"Cavco Industries, Inc.",Jun/2026,,N/A
2026-07-30,CVEO,pre-market,Civeo Corporation,Jun/2026,($0.30),2
2026-07-30,CWT,pre-market,California Water  Service Group Holding,Jun/2026,$0.79,1
2026-07-30,DAIO,after-hours,Data I/O Corporation,Jun/2026,($0.10),1
2026-07-30,DAR,pre-market,Darling Ingredients Inc.,Jun/2026,$1.45,2
2026-07-30,DFH,not-supplied,"Dream Finders Homes, Inc.",Jun/2026,,N/A
2026-07-30,DFIN,pre-market,"Donnelley Financial Solutions, Inc.",Jun/2026,$1.53,1
2026-07-30,DFTX,not-supplied,"Definium Therapeutics, Inc.",Jun/2026,($0.55),5
2026-07-30,DGICA,pre-market,"Donegal Group, Inc.",Jun/2026,$0.46,1
2026-07-30,DGICB,pre-market,"Donegal Group, Inc.",Jun/2026,,1
2026-07-30,DLB,after-hours,Dolby Laboratories,Jun/2026,$0.40,3
2026-07-30,DOUG,not-supplied,Douglas Elliman Inc.,Jun/2026,,1
2026-07-30,DRH,after-hours,Diamondrock Hospitality Company,Jun/2026,$0.37,4
2026-07-30,DRS,pre-market,"Leonardo DRS, Inc.",Jun/2026,$0.27,3
2026-07-30,DSX,pre-market,Diana Shipping inc.,Jun/2026,,1
2026-07-30,DTM,pre-market,"DT Midstream, Inc.",Jun/2026,$1.14,5
2026-07-30,DXC,after-hours,DXC Technology Company,Jun/2026,$0.42,3
2026-07-30,DXCM,after-hours,"DexCom, Inc.",Jun/2026,$0.61,9
2026-07-30,EEFT,pre-market,"Euronet Worldwide, Inc.",Jun/2026,$2.69,3
2026-07-30,EGO,after-hours,Eldorado Gold Corporation,Jun/2026,$0.52,3
2026-07-30,EIX,after-hours,Edison International,Jun/2026,$1.02,5
2026-07-30,EME,pre-market,"EMCOR Group, Inc.",Jun/2026,$7.23,4
2026-07-30,EMN,after-hours,Eastman Chemical Company,Jun/2026,$1.80,6
2026-07-30,EPD,pre-market,Enterprise Products Partners L.P.,Jun/2026,$0.74,5
2026-07-30,ERIE,after-hours,Erie Indemnity Company,Jun/2026,$3.35,1
2026-07-30,ES,after-hours,Eversource Energy,Jun/2026,$0.91,6
2026-07-30,ESCA,pre-market,"Escalade, Incorporated",Jun/2026,,N/A
2026-07-30,EXC,pre-market,Exelon Corporation,Jun/2026,$0.43,5
2026-07-30,EXPO,after-hours,"Exponent, Inc.",Jun/2026,$0.55,2
2026-07-30,FATN,after-hours,"FATPIPE, INC.",Jun/2026,$0.07,2
2026-07-30,FBIZ,after-hours,"First Business Financial Services, Inc.",Jun/2026,$1.54,4
2026-07-30,FBLG,not-supplied,"FibroBiologics, Inc.",Jun/2026,($0.93),1
2026-07-30,FCN,pre-market,"FTI Consulting, Inc.",Jun/2026,$2.09,1
2026-07-30,FET,after-hours,"Forum Energy Technologies, Inc.",Jun/2026,$0.56,2
2026-07-30,FHI,after-hours,"Federated Hermes, Inc.",Jun/2026,$1.19,2
2026-07-30,FLGT,after-hours,"Fulgent Genetics, Inc.",Jun/2026,($0.79),1
2026-07-30,FND,after-hours,"Floor & Decor Holdings, Inc.",Jun/2026,$0.57,6
2026-07-30,FORR,after-hours,"Forrester Research, Inc.",Jun/2026,$0.17,2
2026-07-30,FRBT,pre-market,"Forbright, Inc.",Jun/2026,$0.13,1
2026-07-30,FSLR,after-hours,"First Solar, Inc.",Jun/2026,$2.74,8
2026-07-30,FSS,pre-market,Federal Signal Corporation,Jun/2026,$1.28,7
2026-07-30,FTI,pre-market,TechnipFMC plc,Jun/2026,$0.80,12
2026-07-30,GATX,pre-market,GATX Corporation,Jun/2026,,N/A
2026-07-30,GDDY,after-hours,GoDaddy Inc.,Jun/2026,$1.72,6
2026-07-30,GDYN,after-hours,"Grid Dynamics Holdings, Inc.",Jun/2026,$0.02,3
2026-07-30,GH,after-hours,"Guardant Health, Inc.",Jun/2026,($0.74),3
2026-07-30,GIGM,not-supplied,GigaMedia Limited,Jun/2026,,1
2026-07-30,GIL,pre-market,"Gildan Activewear, Inc.",Jun/2026,$1.11,2
2026-07-30,GLPI,after-hours,"Gaming and Leisure Properties, Inc.",Jun/2026,$1,5
2026-07-30,GOOS,pre-market,Canada Goose Holdings Inc.,Jun/2026,($0.63),1
2026-07-30,GPI,pre-market,"Group 1 Automotive, Inc.",Jun/2026,$10.79,5
2026-07-30,GSIT,after-hours,"GSI Technology, Inc.",Jun/2026,,1
2026-07-30,GVA,pre-market,Granite Construction Incorporated,Jun/2026,$2.27,1
2026-07-30,H,pre-market,Hyatt Hotels Corporation,Jun/2026,$0.90,7
2026-07-30,HCM,pre-market,HUTCHMED (China) Limited,Jun/2026,,1
2026-07-30,HGV,pre-market,Hilton Grand Vacations Inc.,Jun/2026,$1,2
2026-07-30,HII,pre-market,"Huntington Ingalls Industries, Inc.",Jun/2026,$3.79,7
2026-07-30,HIPO,pre-market,Hippo Holdings Inc.,Jun/2026,($0.01),2
2026-07-30,HLN,pre-market,Haleon plc,Jun/2026,,1
2026-07-30,HNI,pre-market,HNI Corporation,Jun/2026,$1.04,1
2026-07-30,HR,after-hours,Healthcare Realty Trust Incorporated,Jun/2026,$0.40,3
2026-07-30,HSY,pre-market,Hershey Company (The),Jun/2026,$1.45,7
2026-07-30,HTGC,after-hours,"Hercules Capital, Inc.",Jun/2026,$0.50,1
2026-07-30,HUBG,not-supplied,"Hub Group, Inc.",Jun/2026,$0.52,3
2026-07-30,HUN,after-hours,Huntsman Corporation,Jun/2026,$0.06,7
2026-07-30,ICE,pre-market,Intercontinental Exchange Inc.,Jun/2026,$1.84,7
2026-07-30,IDA,pre-market,"IDACORP, Inc.",Jun/2026,$1.79,2
2026-07-30,IDCC,pre-market,"InterDigital, Inc.",Jun/2026,$1.28,2
2026-07-30,ILMN,after-hours,"Illumina, Inc.",Jun/2026,$1.23,5
2026-07-30,INBK,after-hours,First Internet Bancorp,Jun/2026,$0.03,2
2026-07-30,ING,pre-market,"ING Group, N.V.",Jun/2026,$0.75,2
2026-07-30,INGM,after-hours,Ingram Micro Holding Corporation,Jun/2026,$0.73,5
2026-07-30,IP,pre-market,International Paper Company,Jun/2026,($0.03),5
2026-07-30,IR,after-hours,Ingersoll Rand Inc.,Jun/2026,$0.80,4
2026-07-30,ISOU,not-supplied,IsoEnergy Ltd.,Jun/2026,($0.07),1
2026-07-30,IVR,after-hours,INVESCO MORTGAGE CAPITAL INC,Jun/2026,$0.47,1
2026-07-30,JLL,pre-market,Jones Lang LaSalle Incorporated,Jun/2026,$4.41,4
2026-07-30,KBR,pre-market,"KBR, Inc.",Jun/2026,$0.92,4
2026-07-30,KKR,pre-market,KKR & Co. Inc.,Jun/2026,$1.27,6
2026-07-30,KRG,pre-market,Kite Realty Group Trust,Jun/2026,$0.52,5
2026-07-30,KWR,after-hours,Quaker Houghton,Jun/2026,$1.68,4
2026-07-30,LAUR,pre-market,"Laureate Education, Inc.",Jun/2026,$0.96,2
2026-07-30,LECO,pre-market,"Lincoln Electric Holdings, Inc.",Jun/2026,$2.81,7
2026-07-30,LH,pre-market,Labcorp Holdings Inc.,Jun/2026,$4.79,7
2026-07-30,LKQ,pre-market,LKQ Corporation,Jun/2026,$0.73,5
2026-07-30,LNC,pre-market,Lincoln National Corporation,Jun/2026,$2,4
2026-07-30,LNT,after-hours,Alliant Energy Corporation,Jun/2026,$0.66,3
2026-07-30,LOPE,after-hours,"Grand Canyon Education, Inc.",Jun/2026,$1.69,1
2026-07-30,LPLA,after-hours,LPL Financial Holdings Inc.,Jun/2026,$5.39,6
2026-07-30,LSPD,pre-market,Lightspeed Commerce Inc.,Jun/2026,$0.04,2
2026-07-30,LTH,pre-market,"Life Time Group Holdings, Inc.",Jun/2026,$0.39,3
2026-07-30,LYG,pre-market,Lloyds Banking Group Plc,Jun/2026,$0.14,2
2026-07-30,LYV,after-hours,"Live Nation Entertainment, Inc.",Jun/2026,$0.59,7
2026-07-30,MA,pre-market,Mastercard Incorporated,Jun/2026,$4.77,12
2026-07-30,MAIR,pre-market,Madison Air Solutions Corporation,Jun/2026,$0.24,1
2026-07-30,MCS,pre-market,Marcus Corporation (The),Jun/2026,$0.35,3
2026-07-30,MDGL,pre-market,"Madrigal Pharmaceuticals, Inc.",Jun/2026,($2.55),5
2026-07-30,METC,not-supplied,"Ramaco Resources, Inc.",Jun/2026,($0.23),3
2026-07-30,METCB,not-supplied,"Ramaco Resources, Inc.",Jun/2026,,1
2026-07-30,MFG,not-supplied,"Mizuho Financial Group, Inc.",Jun/2026,$0.17,1
2026-07-30,MHK,after-hours,"Mohawk Industries, Inc.",Jun/2026,$2.57,4
2026-07-30,MLCO,not-supplied,Melco Resorts & Entertainment Limited,Jun/2026,$0.05,2
2026-07-30,MLM,pre-market,"Martin Marietta Materials, Inc.",Jun/2026,$4.62,7
2026-07-30,MMSI,after-hours,"Merit Medical Systems, Inc.",Jun/2026,$0.85,5
2026-07-30,MO,pre-market,Altria Group,Jun/2026,$1.50,4
2026-07-30,MPT,not-supplied,"Medical Properties Trust, Inc.",Jun/2026,$0.16,2
2026-07-30,MPWR,after-hours,"Monolithic Power Systems, Inc.",Jun/2026,$4.84,5
2026-07-30,MSA,after-hours,MSA Safety Incorporporated,Jun/2026,$2.14,5
2026-07-30,MSC,not-supplied,Studio City International Holdings Limited,Jun/2026,,1
2026-07-30,MSEX,after-hours,Middlesex Water Company,Jun/2026,,1
2026-07-30,MSTR,after-hours,Strategy Inc,Jun/2026,$52.04,1
2026-07-30,MT,pre-market,ArcelorMittal,Jun/2026,$1.18,3
2026-07-30,MTD,after-hours,"Mettler-Toledo International, Inc.",Jun/2026,$10.78,4
2026-07-30,MTX,after-hours,Minerals Technologies Inc.,Jun/2026,$1.64,2
2026-07-30,MTZ,after-hours,"MasTec, Inc.",Jun/2026,$2.08,5
2026-07-30,MYE,pre-market,"Myers Industries, Inc.",Jun/2026,,1
2026-07-30,MYGN,after-hours,"Myriad Genetics, Inc.",Jun/2026,($0.08),1
2026-07-30,NBIX,after-hours,"Neurocrine Biosciences, Inc.",Jun/2026,$1.88,7
2026-07-30,NCLH,pre-market,Norwegian Cruise Line Holdings Ltd.,Jun/2026,$0.34,6
2026-07-30,NEOG,pre-market,Neogen Corporation,May/2026,$0.03,3
2026-07-30,NEXT,pre-market,NextDecade Corporation,Jun/2026,($0.87),1
2026-07-30,NMIH,after-hours,NMI Holdings Inc,Jun/2026,$1.28,3
2026-07-30,NVNO,not-supplied,enVVeno Medical Corporation,Jun/2026,,N/A
2026-07-30,NXT,after-hours,Nextpower Inc.,Jun/2026,$0.80,4
2026-07-30,OBE,pre-market,Obsidian Energy Ltd.,Jun/2026,,1
2026-07-30,OCFC,after-hours,OceanFirst Financial Corp.,Jun/2026,$0.41,4
2026-07-30,OFS,after-hours,OFS Capital Corporation,Jun/2026,,1
2026-07-30,OIS,pre-market,"Oil States International, Inc.",Jun/2026,$0.11,2
2026-07-30,OLED,after-hours,Universal Display Corporation,Jun/2026,$1.04,4
2026-07-30,OLN,after-hours,Olin Corporation,Jun/2026,$0.07,5
2026-07-30,OMCL,pre-market,"Omnicell, Inc.",Jun/2026,$0.31,2
2026-07-30,ONEW,pre-market,OneWater Marine Inc.,Jun/2026,$0.94,1
2026-07-30,OWL,pre-market,Blue Owl Capital Inc.,Jun/2026,$0.21,7
2026-07-30,PACK,pre-market,Ranpak Holdings Corp,Jun/2026,,N/A
2026-07-30,PATK,pre-market,"Patrick Industries, Inc.",Jun/2026,$1.23,4
2026-07-30,PBA,after-hours,Pembina Pipeline Corp.,Jun/2026,$0.48,2
2026-07-30,PBF,pre-market,PBF Energy Inc.,Jun/2026,$4.05,4
2026-07-30,PFIS,not-supplied,Peoples Financial Services Corp.,Jun/2026,,1
2026-07-30,PGY,pre-market,Pagaya Technologies Ltd.,Jun/2026,$0.63,1
2026-07-30,PHAR,pre-market,Pharming Group N.V.,Jun/2026,$0.20,2
2026-07-30,PHAT,pre-market,"Phathom Pharmaceuticals, Inc.",Jun/2026,($0.15),1
2026-07-30,PHIN,pre-market,PHINIA Inc.,Jun/2026,$1.58,2
2026-07-30,PIPR,pre-market,Piper Sandler Companies,Jun/2026,$0.85,2
2026-07-30,PKX,not-supplied,POSCO HOLDINGS INC.,Jun/2026,$0.85,1
2026-07-30,PTCT,after-hours,"PTC Therapeutics, Inc.",Jun/2026,($0.16),2
2026-07-30,PWR,pre-market,"Quanta Services, Inc.",Jun/2026,$3.03,7
2026-07-30,RACE,pre-market,Ferrari N.V.,Jun/2026,$2.83,1
2026-07-30,RAL,pre-market,Ralliant Corporation,Jun/2026,$0.63,4
2026-07-30,RBLX,after-hours,Roblox Corporation,Jun/2026,($0.34),7
2026-07-30,RDDT,after-hours,"Reddit, Inc.",Jun/2026,$0.99,10
2026-07-30,REGN,pre-market,"Regeneron Pharmaceuticals, Inc.",Jun/2026,$8,6
2026-07-30,RES,pre-market,"RPC, Inc.",Jun/2026,$0.04,1
2026-07-30,RIOT,not-supplied,"Riot Platforms, Inc.",Jun/2026,($0.39),5
2026-07-30,RIVN,after-hours,"Rivian Automotive, Inc.",Jun/2026,($0.82),4
2026-07-30,RJET,pre-market,Republic Airways Holdings Inc.,Jun/2026,,1
2026-07-30,RMNI,after-hours,"Rimini Street, Inc.",Jun/2026,$0.04,1
2026-07-30,RYAN,after-hours,"Ryan Specialty Holdings, Inc.",Jun/2026,$0.61,5
2026-07-30,SAFE,after-hours,Safehold Inc. New,Jun/2026,$0.41,3
2026-07-30,SAH,pre-market,"Sonic Automotive, Inc.",Jun/2026,$1.75,4
2026-07-30,SAIA,pre-market,"Saia, Inc.",Jun/2026,$3.34,6
2026-07-30,SAMG,not-supplied,Silvercrest Asset Management Group Inc.,Jun/2026,$0.13,1
2026-07-30,SCKT,after-hours,"Socket Mobile, Inc.",Jun/2026,,1
2026-07-30,SHEL,pre-market,Shell PLC,Jun/2026,$3.02,3
2026-07-30,SHOO,pre-market,"Steven Madden, Ltd.",Jun/2026,$0.32,3
2026-07-30,SIRI,pre-market,SiriusXM Holdings Inc.,Jun/2026,$0.78,6
2026-07-30,SLSN,not-supplied,"Solesence, Inc.",Jun/2026,,1
2026-07-30,SNDR,after-hours,"Schneider National, Inc.",Jun/2026,$0.22,6
2026-07-30,SNY,pre-market,Sanofi,Jun/2026,$1.09,5
2026-07-30,SO,pre-market,Southern Company (The),Jun/2026,$1,6
2026-07-30,SOLS,pre-market,Solstice Advanced Materials Inc.,Jun/2026,$0.79,1
2026-07-30,SPHR,pre-market,Sphere Entertainment Co.,Jun/2026,($1.61),3
2026-07-30,SPSC,after-hours,"SPS Commerce, Inc.",Jun/2026,$0.72,5
2026-07-30,SPXC,after-hours,"SPX Technologies, Inc.",Jun/2026,$1.85,6
2026-07-30,SRBK,not-supplied,"SR Bancorp, Inc.",Jun/2026,,1
2026-07-30,STGW,pre-market,Stagwell Inc.,Jun/2026,$0.13,2
2026-07-30,STLA,pre-market,Stellantis N.V.,Jun/2026,$0.41,1
2026-07-30,STNG,pre-market,Scorpio Tankers Inc.,Jun/2026,$5.14,4
2026-07-30,SXC,pre-market,"SunCoke Energy, Inc.",Jun/2026,$0.08,1
2026-07-30,SXI,after-hours,Standex International Corporation,Jun/2026,$2.35,5
2026-07-30,SYK,after-hours,Stryker Corporation,Jun/2026,$3.46,7
2026-07-30,TAK,pre-market,Takeda Pharmaceutical Company Limited,Jun/2026,$0.41,1
2026-07-30,TAL,pre-market,TAL Education Group,May/2026,$0.14,1
2026-07-30,TBBK,after-hours,"The Bancorp, Inc.",Jun/2026,$1.36,3
2026-07-30,TEM,after-hours,"Tempus AI, Inc.",Jun/2026,($0.41),4
2026-07-30,TEX,pre-market,Terex Corporation,Jun/2026,$1.25,11
2026-07-30,TLK,not-supplied,"PT Telekomunikasi Indonesia, Tbk",Jun/2026,$0.53,1
2026-07-30,TNET,pre-market,"TriNet Group, Inc.",Jun/2026,$0.72,3
2026-07-30,TRN,pre-market,"Trinity Industries, Inc.",Jun/2026,,N/A
2026-07-30,TRP,pre-market,TC Energy Corporation,Jun/2026,$0.59,4
2026-07-30,TRS,pre-market,TriMas Corporation,Jun/2026,$0.49,3
2026-07-30,TT,pre-market,Trane Technologies plc,Jun/2026,$4.27,4
2026-07-30,TW,pre-market,Tradeweb Markets Inc.,Jun/2026,$0.96,11
